title,notation,label
"44.0501-Public Policy Analysis, General.",44.0501,"Public Policy Analysis, General."
44.0502-Education Policy Analysis.,44.0502,Education Policy Analysis.
44.0503-Health Policy Analysis.,44.0503,Health Policy Analysis.
44.0504-International Policy Analysis.,44.0504,International Policy Analysis.
"44.0599-Public Policy Analysis, Other.",44.0599,"Public Policy Analysis, Other."
44.0701-Social Work.,44.0701,Social Work.
44.0702-Youth Services/Administration.,44.0702,Youth Services/Administration.
44.0703-Forensic Social Work.,44.0703,Forensic Social Work.
"44.0799-Social Work, Other.",44.0799,"Social Work, Other."
"44.9999-Public Administration and Social Service Professions, Other.",44.9999,"Public Administration and Social Service Professions, Other."
"45.0101-Social Sciences, General.",45.0101,"Social Sciences, General."
45.0102-Research Methodology and Quantitative Methods.,45.0102,Research Methodology and Quantitative Methods.
45.0103-Survey Research/Methodology.,45.0103,Survey Research/Methodology.
"45.0199-Social Sciences, Other.",45.0199,"Social Sciences, Other."
"45.0201-Anthropology, General.",45.0201,"Anthropology, General."
45.0202-Physical and Biological Anthropology.,45.0202,Physical and Biological Anthropology.
45.0203-Medical Anthropology.,45.0203,Medical Anthropology.
45.0204-Cultural Anthropology.,45.0204,Cultural Anthropology.
45.0205-Forensic Anthropology.,45.0205,Forensic Anthropology.
"45.0299-Anthropology, Other.",45.0299,"Anthropology, Other."
45.0301-Archeology.,45.0301,Archeology.
45.0401-Criminology.,45.0401,Criminology.
45.0501-Demography and Population Studies.,45.0501,Demography and Population Studies.
45.0502-Applied Demography.,45.0502,Applied Demography.
"45.0599-Demography, Other.",45.0599,"Demography, Other."
"45.0601-Economics, General.",45.0601,"Economics, General."
45.0602-Applied Economics.,45.0602,Applied Economics.
45.0603-Econometrics and Quantitative Economics.,45.0603,Econometrics and Quantitative Economics.
45.0604-Development Economics and International Development.,45.0604,Development Economics and International Development.
45.0605-International Economics.,45.0605,International Economics.
"45.0699-Economics, Other.",45.0699,"Economics, Other."
45.0701-Geography.,45.0701,Geography.
45.0702-Geographic Information Science and Cartography.,45.0702,Geographic Information Science and Cartography.
"45.0799-Geography, Other.",45.0799,"Geography, Other."
45.0901-International Relations and Affairs.,45.0901,International Relations and Affairs.
45.0902-National Security Policy Studies.,45.0902,National Security Policy Studies.
"45.0999-International Relations and National Security Studies, Other.",45.0999,"International Relations and National Security Studies, Other."
"45.1001-Political Science and Government, General.",45.1001,"Political Science and Government, General."
45.1002-American Government and Politics (United States).,45.1002,American Government and Politics (United States).
45.1003-Canadian Government and Politics.,45.1003,Canadian Government and Politics.
45.1004-Political Economy.,45.1004,Political Economy.
"45.1099-Political Science and Government, Other.",45.1099,"Political Science and Government, Other."
"45.1101-Sociology, General.",45.1101,"Sociology, General."
45.1102-Applied/Public Sociology.,45.1102,Applied/Public Sociology.
45.1103-Rural Sociology.,45.1103,Rural Sociology.
"45.1199-Sociology, Other.",45.1199,"Sociology, Other."
45.1201-Urban Studies/Affairs.,45.1201,Urban Studies/Affairs.
45.1301-Sociology and Anthropology.,45.1301,Sociology and Anthropology.
45.1401-Rural Sociology.,45.1401,Rural Sociology.
45.1501-Geography and Anthropology.,45.1501,Geography and Anthropology.
"45.9999-Social Sciences, Other.",45.9999,"Social Sciences, Other."
"46.0000-Construction Trades, General.",46.0000,"Construction Trades, General."
46.0101-Mason/Masonry.,46.0101,Mason/Masonry.
46.0201-Carpentry/Carpenter.,46.0201,Carpentry/Carpenter.
"46.0301-Electrical and Power Transmission Installation/Installer, General.",46.0301,"Electrical and Power Transmission Installation/Installer, General."
46.0302-Electrician.,46.0302,Electrician.
46.0303-Lineworker.,46.0303,Lineworker.
"46.0399-Electrical and Power Transmission Installers, Other.",46.0399,"Electrical and Power Transmission Installers, Other."
46.0401-Building/Property Maintenance.,46.0401,Building/Property Maintenance.
46.0402-Concrete Finishing/Concrete Finisher.,46.0402,Concrete Finishing/Concrete Finisher.
46.0403-Building/Home/Construction Inspection/Inspector.,46.0403,Building/Home/Construction Inspection/Inspector.
46.0404-Drywall Installation/Drywaller.,46.0404,Drywall Installation/Drywaller.
46.0406-Glazier.,46.0406,Glazier.
46.0408-Painting/Painter and Wall Coverer.,46.0408,Painting/Painter and Wall Coverer.
46.0410-Roofer.,46.0410,Roofer.
46.0411-Metal Building Assembly/Assembler.,46.0411,Metal Building Assembly/Assembler.
46.0412-Building/Construction Site Management/Manager.,46.0412,Building/Construction Site Management/Manager.
"46.0413-Carpet, Floor, and Tile Worker.",46.0413,"Carpet, Floor, and Tile Worker."
46.0414-Insulator.,46.0414,Insulator.
46.0415-Building Construction Technology/Technician.,46.0415,Building Construction Technology/Technician.
"46.0499-Building/Construction Finishing, Management, and Inspection, Other.",46.0499,"Building/Construction Finishing, Management, and Inspection, Other."
46.0502-Pipefitting/Pipefitter and Sprinkler Fitter.,46.0502,Pipefitting/Pipefitter and Sprinkler Fitter.
46.0503-Plumbing Technology/Plumber.,46.0503,Plumbing Technology/Plumber.
46.0504-Well Drilling/Driller.,46.0504,Well Drilling/Driller.
46.0505-Blasting/Blaster.,46.0505,Blasting/Blaster.
"46.0599-Plumbing and Related Water Supply Services, Other.",46.0599,"Plumbing and Related Water Supply Services, Other."
"46.9999-Construction Trades, Other.",46.9999,"Construction Trades, Other."
"47.0000-Mechanics and Repairers, General.",47.0000,"Mechanics and Repairers, General."
"47.0101-Electrical/Electronics Equipment Installation and Repair Technology/Technician, General.",47.0101,"Electrical/Electronics Equipment Installation and Repair Technology/Technician, General."
47.0102-Business Machine Repair.,47.0102,Business Machine Repair.
47.0103-Communications Systems Installation and Repair Technology/Technician.,47.0103,Communications Systems Installation and Repair Technology/Technician.
47.0104-Computer Installation and Repair Technology/Technician.,47.0104,Computer Installation and Repair Technology/Technician.
47.0105-Industrial Electronics Technology/Technician.,47.0105,Industrial Electronics Technology/Technician.
47.0106-Appliance Installation and Repair Technology/Technician.,47.0106,Appliance Installation and Repair Technology/Technician.
"47.0110-Security System Installation, Repair, and Inspection Technology/Technician.",47.0110,"Security System Installation, Repair, and Inspection Technology/Technician."
"47.0199-Electrical/Electronics Maintenance and Repair Technologies/Technicians, Other.",47.0199,"Electrical/Electronics Maintenance and Repair Technologies/Technicians, Other."
"47.0201-Heating, Air Conditioning, Ventilation and Refrigeration Maintenance Technology/Technician.",47.0201,"Heating, Air Conditioning, Ventilation and Refrigeration Maintenance Technology/Technician."
47.0302-Heavy Equipment Maintenance Technology/Technician.,47.0302,Heavy Equipment Maintenance Technology/Technician.
47.0303-Industrial Mechanics and Maintenance Technology/Technician.,47.0303,Industrial Mechanics and Maintenance Technology/Technician.
"47.0399-Heavy/Industrial Equipment Maintenance Technologies/Technicians, Other.",47.0399,"Heavy/Industrial Equipment Maintenance Technologies/Technicians, Other."
47.0402-Gunsmithing/Gunsmith.,47.0402,Gunsmithing/Gunsmith.
47.0403-Locksmithing and Safe Repair.,47.0403,Locksmithing and Safe Repair.
47.0404-Musical Instrument Fabrication and Repair.,47.0404,Musical Instrument Fabrication and Repair.
47.0408-Watchmaking and Jewelrymaking.,47.0408,Watchmaking and Jewelrymaking.
47.0409-Parts and Warehousing Operations and Maintenance Technology/Technician.,47.0409,Parts and Warehousing Operations and Maintenance Technology/Technician.
"47.0499-Precision Systems Maintenance and Repair Technologies/Technicians, Other.",47.0499,"Precision Systems Maintenance and Repair Technologies/Technicians, Other."
"47.0600-Vehicle Maintenance and Repair Technology/Technician, General.",47.0600,"Vehicle Maintenance and Repair Technology/Technician, General."
47.0603-Autobody/Collision and Repair Technology/Technician.,47.0603,Autobody/Collision and Repair Technology/Technician.
47.0604-Automobile/Automotive Mechanics Technology/Technician.,47.0604,Automobile/Automotive Mechanics Technology/Technician.
47.0605-Diesel Mechanics Technology/Technician.,47.0605,Diesel Mechanics Technology/Technician.
47.0606-Small Engine Mechanics and Repair Technology/Technician.,47.0606,Small Engine Mechanics and Repair Technology/Technician.
47.0607-Airframe Mechanics and Aircraft Maintenance Technology/Technician.,47.0607,Airframe Mechanics and Aircraft Maintenance Technology/Technician.
47.0608-Aircraft Powerplant Technology/Technician.,47.0608,Aircraft Powerplant Technology/Technician.
47.0609-Avionics Maintenance Technology/Technician.,47.0609,Avionics Maintenance Technology/Technician.
47.0610-Bicycle Mechanics and Repair Technology/Technician.,47.0610,Bicycle Mechanics and Repair Technology/Technician.
47.0611-Motorcycle Maintenance and Repair Technology/Technician.,47.0611,Motorcycle Maintenance and Repair Technology/Technician.
47.0612-Vehicle Emissions Inspection and Maintenance Technology/Technician.,47.0612,Vehicle Emissions Inspection and Maintenance Technology/Technician.
47.0613-Medium/Heavy Vehicle and Truck Technology/Technician.,47.0613,Medium/Heavy Vehicle and Truck Technology/Technician.
47.0614-Alternative Fuel Vehicle Technology/Technician.,47.0614,Alternative Fuel Vehicle Technology/Technician.
47.0615-Engine Machinist.,47.0615,Engine Machinist.
47.0616-Marine Maintenance/Fitter and Ship Repair Technology/Technician.,47.0616,Marine Maintenance/Fitter and Ship Repair Technology/Technician.
47.0617-High Performance and Custom Engine Technician/Mechanic.,47.0617,High Performance and Custom Engine Technician/Mechanic.
47.0618-Recreation Vehicle (RV) Service Technician.,47.0618,Recreation Vehicle (RV) Service Technician.
"47.0699-Vehicle Maintenance and Repair Technologies/Technicians, Other.",47.0699,"Vehicle Maintenance and Repair Technologies/Technicians, Other."
47.0701-Energy Systems Installation and Repair Technology/Technician.,47.0701,Energy Systems Installation and Repair Technology/Technician.
47.0703-Solar Energy System Installation and Repair Technology/Technician.,47.0703,Solar Energy System Installation and Repair Technology/Technician.
47.0704-Wind Energy System Installation and Repair Technology/Technician.,47.0704,Wind Energy System Installation and Repair Technology/Technician.
47.0705-Hydroelectric Energy System Installation and Repair Technology/Technician.,47.0705,Hydroelectric Energy System Installation and Repair Technology/Technician.
47.0706-Geothermal Energy System Installation and Repair Technology/Technician.,47.0706,Geothermal Energy System Installation and Repair Technology/Technician.
"47.0799-Energy Systems Maintenance and Repair Technologies/Technicians, Other.",47.0799,"Energy Systems Maintenance and Repair Technologies/Technicians, Other."
"47.9999-Mechanic and Repair Technologies/Technicians, Other.",47.9999,"Mechanic and Repair Technologies/Technicians, Other."
"48.0000-Precision Production Trades, General.",48.0000,"Precision Production Trades, General."
48.0303-Upholstery/Upholsterer.,48.0303,Upholstery/Upholsterer.
"48.0304-Shoe, Boot and Leather Repair.",48.0304,"Shoe, Boot and Leather Repair."
"48.0399-Leatherworking and Upholstery, Other.",48.0399,"Leatherworking and Upholstery, Other."
48.0501-Machine Tool Technology/Machinist.,48.0501,Machine Tool Technology/Machinist.
48.0503-Machine Shop Technology/Assistant.,48.0503,Machine Shop Technology/Assistant.
48.0506-Sheet Metal Technology/Sheetworking.,48.0506,Sheet Metal Technology/Sheetworking.
48.0507-Tool and Die Technology/Technician.,48.0507,Tool and Die Technology/Technician.
48.0508-Welding Technology/Welder.,48.0508,Welding Technology/Welder.
48.0509-Ironworking/Ironworker.,48.0509,Ironworking/Ironworker.
48.0510-Computer Numerically Controlled (CNC) Machinist Technology/CNC Machinist.,48.0510,Computer Numerically Controlled (CNC) Machinist Technology/CNC Machinist.
48.0511-Metal Fabricator.,48.0511,Metal Fabricator.
"48.0599-Precision Metal Working, Other.",48.0599,"Precision Metal Working, Other."
"48.0701-Woodworking, General.",48.0701,"Woodworking, General."
48.0702-Furniture Design and Manufacturing.,48.0702,Furniture Design and Manufacturing.
48.0703-Cabinetmaking and Millwork.,48.0703,Cabinetmaking and Millwork.
48.0704-Wooden Boatbuilding Technology/Technician.,48.0704,Wooden Boatbuilding Technology/Technician.
"48.0799-Woodworking, Other.",48.0799,"Woodworking, Other."
48.0801-Boilermaking/Boilermaker.,48.0801,Boilermaking/Boilermaker.
"48.9999-Precision Production, Other.",48.9999,"Precision Production, Other."
"49.0101-Aeronautics/Aviation/Aerospace Science and Technology, General.",49.0101,"Aeronautics/Aviation/Aerospace Science and Technology, General."
49.0102-Airline/Commercial/Professional Pilot and Flight Crew.,49.0102,Airline/Commercial/Professional Pilot and Flight Crew.
49.0104-Aviation/Airway Management and Operations.,49.0104,Aviation/Airway Management and Operations.
49.0105-Air Traffic Controller.,49.0105,Air Traffic Controller.
49.0106-Airline Flight Attendant.,49.0106,Airline Flight Attendant.
49.0108-Flight Instructor.,49.0108,Flight Instructor.
"49.0199-Air Transportation, Other.",49.0199,"Air Transportation, Other."
49.0202-Construction/Heavy Equipment/Earthmoving Equipment Operation.,49.0202,Construction/Heavy Equipment/Earthmoving Equipment Operation.
49.0205-Truck and Bus Driver/Commercial Vehicle Operator and Instructor.,49.0205,Truck and Bus Driver/Commercial Vehicle Operator and Instructor.
49.0206-Mobil Crane Operator/Operation.,49.0206,Mobil Crane Operator/Operation.
49.0207-Flagging and Traffic Control.,49.0207,Flagging and Traffic Control.
49.0208-Railroad and Railway Transportation.,49.0208,Railroad and Railway Transportation.
49.0209-Forklift Operation/Operator.,49.0209,Forklift Operation/Operator.
"49.0299-Ground Transportation, Other.",49.0299,"Ground Transportation, Other."
49.0303-Commercial Fishing.,49.0303,Commercial Fishing.
"49.0304-Diver, Professional and Instructor.",49.0304,"Diver, Professional and Instructor."
49.0309-Marine Science/Merchant Marine Officer.,49.0309,Marine Science/Merchant Marine Officer.
"49.0399-Marine Transportation, Other.",49.0399,"Marine Transportation, Other."
"49.9999-Transportation and Materials Moving, Other.",49.9999,"Transportation and Materials Moving, Other."
"50.0101-Visual and Performing Arts, General.",50.0101,"Visual and Performing Arts, General."
50.0102-Digital Arts.,50.0102,Digital Arts.
"50.0201-Crafts/Craft Design, Folk Art and Artisanry.",50.0201,"Crafts/Craft Design, Folk Art and Artisanry."
"50.0301-Dance, General.",50.0301,"Dance, General."
50.0302-Ballet.,50.0302,Ballet.
"50.0399-Dance, Other.",50.0399,"Dance, Other."
"50.0401-Design and Visual Communications, General.",50.0401,"Design and Visual Communications, General."
50.0402-Commercial and Advertising Art.,50.0402,Commercial and Advertising Art.
50.0404-Industrial and Product Design.,50.0404,Industrial and Product Design.
50.0406-Commercial Photography.,50.0406,Commercial Photography.
50.0407-Fashion/Apparel Design.,50.0407,Fashion/Apparel Design.
50.0408-Interior Design.,50.0408,Interior Design.
50.0409-Graphic Design.,50.0409,Graphic Design.
50.0410-Illustration.,50.0410,Illustration.
50.0411-Game and Interactive Media Design.,50.0411,Game and Interactive Media Design.
"50.0499-Design and Applied Arts, Other.",50.0499,"Design and Applied Arts, Other."
"50.0501-Drama and Dramatics/Theatre Arts, General.",50.0501,"Drama and Dramatics/Theatre Arts, General."
50.0502-Technical Theatre/Theatre Design and Technology.,50.0502,Technical Theatre/Theatre Design and Technology.
50.0504-Playwriting and Screenwriting.,50.0504,Playwriting and Screenwriting.
"50.0505-Theatre Literature, History and Criticism.",50.0505,"Theatre Literature, History and Criticism."
50.0506-Acting.,50.0506,Acting.
50.0507-Directing and Theatrical Production.,50.0507,Directing and Theatrical Production.
50.0509-Musical Theatre.,50.0509,Musical Theatre.
50.0510-Costume Design.,50.0510,Costume Design.
50.0511-Comedy Writing and Performance.,50.0511,Comedy Writing and Performance.
50.0512-Theatre and Dance.,50.0512,Theatre and Dance.
"50.0599-Dramatic/Theatre Arts and Stagecraft, Other.",50.0599,"Dramatic/Theatre Arts and Stagecraft, Other."
50.0601-Film/Cinema/Media Studies.,50.0601,Film/Cinema/Media Studies.
50.0602-Cinematography and Film/Video Production.,50.0602,Cinematography and Film/Video Production.
50.0605-Photography.,50.0605,Photography.
50.0607-Documentary Production.,50.0607,Documentary Production.
"50.0699-Film/Video and Photographic Arts, Other.",50.0699,"Film/Video and Photographic Arts, Other."
"50.0701-Art/Art Studies, General.",50.0701,"Art/Art Studies, General."
"50.0702-Fine/Studio Arts, General.",50.0702,"Fine/Studio Arts, General."
"50.0703-Art History, Criticism and Conservation.",50.0703,"Art History, Criticism and Conservation."
50.0705-Drawing.,50.0705,Drawing.
50.0706-Intermedia/Multimedia.,50.0706,Intermedia/Multimedia.
50.0708-Painting.,50.0708,Painting.
50.0709-Sculpture.,50.0709,Sculpture.
50.0710-Printmaking.,50.0710,Printmaking.
50.0711-Ceramic Arts and Ceramics.,50.0711,Ceramic Arts and Ceramics.
"50.0712-Fiber, Textile and Weaving Arts.",50.0712,"Fiber, Textile and Weaving Arts."
50.0713-Jewelry Arts.,50.0713,Jewelry Arts.
50.0714-Metal Arts.,50.0714,Metal Arts.
"50.0799-Fine Arts and Art Studies, Other.",50.0799,"Fine Arts and Art Studies, Other."
"50.0901-Music, General.",50.0901,"Music, General."
"50.0902-Music History, Literature, and Theory.",50.0902,"Music History, Literature, and Theory."
"50.0903-Music Performance, General.",50.0903,"Music Performance, General."
50.0904-Music Theory and Composition.,50.0904,Music Theory and Composition.
50.0905-Musicology and Ethnomusicology.,50.0905,Musicology and Ethnomusicology.
50.0906-Conducting.,50.0906,Conducting.
50.0907-Keyboard Instruments.,50.0907,Keyboard Instruments.
50.0908-Voice and Opera.,50.0908,Voice and Opera.
50.0910-Jazz/Jazz Studies.,50.0910,Jazz/Jazz Studies.
50.0911-Stringed Instruments.,50.0911,Stringed Instruments.
50.0912-Music Pedagogy.,50.0912,Music Pedagogy.
50.0913-Music Technology.,50.0913,Music Technology.
50.0914-Brass Instruments.,50.0914,Brass Instruments.
50.0915-Woodwind Instruments.,50.0915,Woodwind Instruments.
50.0916-Percussion Instruments.,50.0916,Percussion Instruments.
50.0917-Sound Arts.,50.0917,Sound Arts.
"50.0999-Music, Other.",50.0999,"Music, Other."
"50.1001-Arts, Entertainment, and Media Management, General.",50.1001,"Arts, Entertainment, and Media Management, General."
50.1002-Fine and Studio Arts Management.,50.1002,Fine and Studio Arts Management.
50.1003-Music Management.,50.1003,Music Management.
50.1004-Theatre/Theatre Arts Management.,50.1004,Theatre/Theatre Arts Management.
"50.1099-Arts, Entertainment, and Media Management, Other.",50.1099,"Arts, Entertainment, and Media Management, Other."
50.1101-Community/Environmental/Socially-Engaged Art.,50.1101,Community/Environmental/Socially-Engaged Art.
"50.9999-Visual and Performing Arts, Other.",50.9999,"Visual and Performing Arts, Other."
"51.0000-Health Services/Allied Health/Health Sciences, General.",51.0000,"Health Services/Allied Health/Health Sciences, General."
"51.0001-Health and Wellness, General.",51.0001,"Health and Wellness, General."
51.0101-Chiropractic.,51.0101,Chiropractic.
"51.0201-Communication Sciences and Disorders, General.",51.0201,"Communication Sciences and Disorders, General."
51.0202-Audiology/Audiologist.,51.0202,Audiology/Audiologist.
51.0203-Speech-Language Pathology/Pathologist.,51.0203,Speech-Language Pathology/Pathologist.
51.0204-Audiology/Audiologist and Speech-Language Pathology/Pathologist.,51.0204,Audiology/Audiologist and Speech-Language Pathology/Pathologist.
"51.0299-Communication Disorders Sciences and Services, Other.",51.0299,"Communication Disorders Sciences and Services, Other."
51.0401-Dentistry.,51.0401,Dentistry.
"51.0501-Dental Clinical Sciences, General.",51.0501,"Dental Clinical Sciences, General."
51.0502-Advanced General Dentistry.,51.0502,Advanced General Dentistry.
51.0503-Oral Biology and Oral and Maxillofacial Pathology.,51.0503,Oral Biology and Oral and Maxillofacial Pathology.
51.0504-Dental Public Health and Education.,51.0504,Dental Public Health and Education.
51.0505-Dental Materials.,51.0505,Dental Materials.
51.0506-Endodontics/Endodontology.,51.0506,Endodontics/Endodontology.
51.0507-Oral/Maxillofacial Surgery.,51.0507,Oral/Maxillofacial Surgery.
51.0508-Orthodontics/Orthodontology.,51.0508,Orthodontics/Orthodontology.
51.0509-Pediatric Dentistry/Pedodontics.,51.0509,Pediatric Dentistry/Pedodontics.
51.0510-Periodontics/Periodontology.,51.0510,Periodontics/Periodontology.
51.0511-Prosthodontics/Prosthodontology.,51.0511,Prosthodontics/Prosthodontology.
51.0512-Digital Dentistry.,51.0512,Digital Dentistry.
51.0513-Geriatric Dentistry.,51.0513,Geriatric Dentistry.
51.0514-Implantology/Implant Dentistry.,51.0514,Implantology/Implant Dentistry.
"51.0599-Advanced/Graduate Dentistry and Oral Sciences, Other.",51.0599,"Advanced/Graduate Dentistry and Oral Sciences, Other."
51.0601-Dental Assisting/Assistant.,51.0601,Dental Assisting/Assistant.
51.0602-Dental Hygiene/Hygienist.,51.0602,Dental Hygiene/Hygienist.
51.0603-Dental Laboratory Technology/Technician.,51.0603,Dental Laboratory Technology/Technician.
"51.0699-Dental Services and Allied Professions, Other.",51.0699,"Dental Services and Allied Professions, Other."
51.0701-Health/Health Care Administration/Management.,51.0701,Health/Health Care Administration/Management.
51.0702-Hospital and Health Care Facilities Administration/Management.,51.0702,Hospital and Health Care Facilities Administration/Management.
51.0703-Health Unit Coordinator/Ward Clerk.,51.0703,Health Unit Coordinator/Ward Clerk.
51.0704-Health Unit Manager/Ward Supervisor.,51.0704,Health Unit Manager/Ward Supervisor.
51.0705-Medical Office Management/Administration.,51.0705,Medical Office Management/Administration.
51.0706-Health Information/Medical Records Administration/Administrator.,51.0706,Health Information/Medical Records Administration/Administrator.
51.0707-Health Information/Medical Records Technology/Technician.,51.0707,Health Information/Medical Records Technology/Technician.
51.0708-Medical Transcription/Transcriptionist.,51.0708,Medical Transcription/Transcriptionist.
51.0709-Medical Office Computer Specialist/Assistant.,51.0709,Medical Office Computer Specialist/Assistant.
51.0710-Medical Office Assistant/Specialist.,51.0710,Medical Office Assistant/Specialist.
51.0711-Medical/Health Management and Clinical Assistant/Specialist.,51.0711,Medical/Health Management and Clinical Assistant/Specialist.
51.0712-Medical Reception/Receptionist.,51.0712,Medical Reception/Receptionist.
51.0713-Medical Insurance Coding Specialist/Coder.,51.0713,Medical Insurance Coding Specialist/Coder.
51.0714-Medical Insurance Specialist/Medical Biller.,51.0714,Medical Insurance Specialist/Medical Biller.
51.0715-Health/Medical Claims Examiner.,51.0715,Health/Medical Claims Examiner.
51.0716-Medical Administrative/Executive Assistant and Medical Secretary.,51.0716,Medical Administrative/Executive Assistant and Medical Secretary.
51.0717-Medical Staff Services Technology/Technician.,51.0717,Medical Staff Services Technology/Technician.
51.0718-Long Term Care Administration/Management.,51.0718,Long Term Care Administration/Management.
51.0719-Clinical Research Coordinator.,51.0719,Clinical Research Coordinator.
51.0720-Regulatory Science/Affairs.,51.0720,Regulatory Science/Affairs.
51.0721-Disease Registry Data Management.,51.0721,Disease Registry Data Management.
51.0722-Healthcare Innovation.,51.0722,Healthcare Innovation.
51.0723-Healthcare Information Privacy Assurance and Security.,51.0723,Healthcare Information Privacy Assurance and Security.
"51.0799-Health and Medical Administrative Services, Other.",51.0799,"Health and Medical Administrative Services, Other."
51.0801-Medical/Clinical Assistant.,51.0801,Medical/Clinical Assistant.
51.0802-Clinical/Medical Laboratory Assistant.,51.0802,Clinical/Medical Laboratory Assistant.
51.0803-Occupational Therapist Assistant.,51.0803,Occupational Therapist Assistant.
51.0805-Pharmacy Technician/Assistant.,51.0805,Pharmacy Technician/Assistant.
51.0806-Physical Therapy Assistant.,51.0806,Physical Therapy Assistant.
51.0808-Veterinary/Animal Health Technology/Technician and Veterinary Assistant.,51.0808,Veterinary/Animal Health Technology/Technician and Veterinary Assistant.
51.0809-Anesthesiologist Assistant.,51.0809,Anesthesiologist Assistant.
51.0810-Emergency Care Attendant (EMT Ambulance).,51.0810,Emergency Care Attendant (EMT Ambulance).
51.0811-Pathology/Pathologist Assistant.,51.0811,Pathology/Pathologist Assistant.
51.0812-Respiratory Therapy Technician/Assistant.,51.0812,Respiratory Therapy Technician/Assistant.
51.0813-Chiropractic Technician/Assistant.,51.0813,Chiropractic Technician/Assistant.
51.0814-Radiologist Assistant.,51.0814,Radiologist Assistant.
51.0815-Lactation Consultant.,51.0815,Lactation Consultant.
51.0816-Speech-Language Pathology Assistant.,51.0816,Speech-Language Pathology Assistant.
"51.0899-Allied Health and Medical Assisting Services, Other.",51.0899,"Allied Health and Medical Assisting Services, Other."
51.0901-Cardiovascular Technology/Technologist.,51.0901,Cardiovascular Technology/Technologist.
51.0902-Electrocardiograph Technology/Technician.,51.0902,Electrocardiograph Technology/Technician.
51.0903-Electroneurodiagnostic/Electroencephalographic Technology/Technologist.,51.0903,Electroneurodiagnostic/Electroencephalographic Technology/Technologist.
51.0904-Emergency Medical Technology/Technician (EMT Paramedic).,51.0904,Emergency Medical Technology/Technician (EMT Paramedic).
51.0905-Nuclear Medical Technology/Technologist.,51.0905,Nuclear Medical Technology/Technologist.
51.0906-Perfusion Technology/Perfusionist.,51.0906,Perfusion Technology/Perfusionist.
51.0907-Medical Radiologic Technology/Science - Radiation Therapist.,51.0907,Medical Radiologic Technology/Science - Radiation Therapist.
51.0908-Respiratory Care Therapy/Therapist.,51.0908,Respiratory Care Therapy/Therapist.
51.0909-Surgical Technology/Technologist.,51.0909,Surgical Technology/Technologist.
51.0910-Diagnostic Medical Sonography/Sonographer and Ultrasound Technician.,51.0910,Diagnostic Medical Sonography/Sonographer and Ultrasound Technician.
51.0911-Radiologic Technology/Science - Radiographer.,51.0911,Radiologic Technology/Science - Radiographer.
51.0912-Physician Assistant.,51.0912,Physician Assistant.
51.0913-Athletic Training/Trainer.,51.0913,Athletic Training/Trainer.
51.0914-Gene/Genetic Therapy.,51.0914,Gene/Genetic Therapy.
51.0915-Cardiopulmonary Technology/Technologist.,51.0915,Cardiopulmonary Technology/Technologist.
51.0916-Radiation Protection/Health Physics Technician.,51.0916,Radiation Protection/Health Physics Technician.
51.0917-Polysomnography.,51.0917,Polysomnography.
51.0918-Hearing Instrument Specialist.,51.0918,Hearing Instrument Specialist.
51.0919-Mammography Technology/Technician.,51.0919,Mammography Technology/Technician.
51.0920-Magnetic Resonance Imaging (MRI) Technology/Technician.,51.0920,Magnetic Resonance Imaging (MRI) Technology/Technician.
51.0921-Hyperbaric Medicine Technology/Technician.,51.0921,Hyperbaric Medicine Technology/Technician.
51.0922-Intraoperative Neuromonitoring Technology/Technician.,51.0922,Intraoperative Neuromonitoring Technology/Technician.
51.0923-Orthopedic Technology/Technician.,51.0923,Orthopedic Technology/Technician.
"51.0999-Allied Health Diagnostic, Intervention, and Treatment Professions, Other.",51.0999,"Allied Health Diagnostic, Intervention, and Treatment Professions, Other."
51.1001-Blood Bank Technology Specialist.,51.1001,Blood Bank Technology Specialist.
51.1002-Cytotechnology/Cytotechnologist.,51.1002,Cytotechnology/Cytotechnologist.
51.1003-Hematology Technology/Technician.,51.1003,Hematology Technology/Technician.
51.1004-Clinical/Medical Laboratory Technician.,51.1004,Clinical/Medical Laboratory Technician.
51.1005-Clinical Laboratory Science/Medical Technology/Technologist.,51.1005,Clinical Laboratory Science/Medical Technology/Technologist.
51.1006-Ophthalmic Laboratory Technology/Technician.,51.1006,Ophthalmic Laboratory Technology/Technician.
51.1007-Histologic Technology/Histotechnologist.,51.1007,Histologic Technology/Histotechnologist.
51.1008-Histologic Technician.,51.1008,Histologic Technician.
51.1009-Phlebotomy Technician/Phlebotomist.,51.1009,Phlebotomy Technician/Phlebotomist.
51.1010-Cytogenetics/Genetics/Clinical Genetics Technology/Technologist.,51.1010,Cytogenetics/Genetics/Clinical Genetics Technology/Technologist.
51.1011-Renal/Dialysis Technologist/Technician.,51.1011,Renal/Dialysis Technologist/Technician.
51.1012-Sterile Processing Technology/Technician.,51.1012,Sterile Processing Technology/Technician.
"51.1099-Clinical/Medical Laboratory Science and Allied Professions, Other.",51.1099,"Clinical/Medical Laboratory Science and Allied Professions, Other."
51.1101-Pre-Dentistry Studies.,51.1101,Pre-Dentistry Studies.
51.1102-Pre-Medicine/Pre-Medical Studies.,51.1102,Pre-Medicine/Pre-Medical Studies.
51.1103-Pre-Pharmacy Studies.,51.1103,Pre-Pharmacy Studies.
51.1104-Pre-Veterinary Studies.,51.1104,Pre-Veterinary Studies.
51.1105-Pre-Nursing Studies.,51.1105,Pre-Nursing Studies.
